Year,Canola,region,average_max_temp_in_4,average_max_temp_in_5,average_max_temp_in_6,average_max_temp_in_7,average_max_temp_in_8,average_max_temp_in_9,average_max_temp_in_10,days_above_25,days_under_0,longest_dry_spell,longest_wet_spell,days_over_95_precipitation,longest_heat_wave,longest_cold_wave,SPI_in_4,SPI_in_5,SPI_in_6,SPI_in_7,SPI_in_8,SPI_in_9,SPI_in_10,Region,Soil Zone
2020,3.3288145928581088,337,278.67987060546875,290.2777404785156,293.9071350097656,297.1076965332031,297.7563781738281,290.61492919921875,278.990966796875,34,17,5,26,10,5,11,0.2679698205418643,-0.1150004755367624,0.2176947780854873,0.5487870473032319,-0.2462662677028707,0.214744478093028,0.2889235899097777,337.0,1.0
2021,-18.31114015108173,337,282.6593933105469,289.4098205566406,297.3151550292969,300.47784423828125,296.05621337890625,294.2694396972656,285.2017822265625,58,3,9,9,9,11,3,-0.0944171416903963,-0.0697950254633552,-0.1578153778791974,-0.2913758489847581,0.2170247782613372,0.0602684462885444,-0.2038706480540363,337.0,1.0
2022,1.1082305798431022,337,277.2305908203125,289.24114990234375,293.7513427734375,297.302490234375,298.7671813964844,294.5951843261719,284.2929992675781,48,5,10,13,18,9,4,0.3298321426042349,0.5415128301943362,-0.0897234262859163,0.0958464478549582,0.1159343383097261,-0.14239961063772,-0.1374080597696651,337.0,1.0
1990,-4.5737864901835525,338,281.74468994140625,289.8322448730469,296.1124572753906,295.80596923828125,296.60113525390625,294.2864990234375,281.2318115234375,39,3,6,18,6,7,6,0.1187919687851799,0.0453215647559755,0.1346997662557849,0.343013870331593,0.1173589035695296,-0.0188500300510239,0.0613296876993683,338.0,1.0
1991,1.3790564481328182,338,285.33892822265625,290.1830749511719,295.0729675292969,296.57720947265625,299.2385559082031,291.33251953125,278.7402648925781,36,11,7,21,15,7,6,0.3444035097215236,0.4064203140966899,0.2774879547483785,0.1474288379211256,-0.0750977404712745,0.1705936264394382,0.4706232714493056,338.0,1.0
1992,1.7195054778810324,338,282.67596435546875,289.8309020996094,294.6615905761719,293.2124938964844,294.2209167480469,288.0422668457031,282.0487976074219,21,6,8,11,8,5,6,0.0385594176655562,0.2210663533979673,-0.2557988728974694,0.4026869644399897,0.2281318767982135,0.4085340555988105,0.0573674387823171,338.0,1.0
1993,-1.0545713428870123,338,282.5647277832031,290.6575622558594,291.9618835449219,292.69488525390625,293.6475524902344,287.8127136230469,281.9254455566406,13,1,12,30,12,4,5,0.1752950288571063,0.0086223987874738,0.0741729521562047,0.4862104013173967,0.4195474783221309,0.4227732890563054,-0.0497889344062922,338.0,1.0
1994,1.661055913811019,338,283.92901611328125,290.58306884765625,293.4159240722656,295.1865539550781,294.9483337402344,293.4401550292969,284.0372009277344,24,0,8,16,9,5,4,-0.0599717563494967,0.2593328914318194,0.329760648968825,0.1514223402482057,0.4007896952719336,-0.2066139429632887,0.0825087342209966,338.0,1.0
1995,3.1642892619409047,338,275.8287048339844,288.9131774902344,296.6334228515625,295.5659484863281,295.1339111328125,291.3309631347656,282.60113525390625,33,5,10,19,20,9,3,0.1472430394866953,0.2160877931750136,0.0736094119635889,0.1201005277301534,0.5930122599470191,-0.4095469341707814,0.5556965668404799,338.0,1.0
1996,3.855128701502636,338,277.6659851074219,285.65618896484375,294.7196044921875,295.5209655761719,297.7713928222656,288.56842041015625,280.9716491699219,30,10,12,20,19,4,5,0.4661779064226756,0.2605081253056417,0.0574184782182361,0.4750063164608089,-0.0062698932918876,0.305815375038974,0.3895579164478859,338.0,1.0
1997,-0.3686936261373397,338,278.6033935546875,288.5211486816406,294.96282958984375,296.3918151855469,296.9554748535156,293.2088623046875,282.0733947753906,34,7,8,20,16,3,7,0.0052585710475008,0.1870176922279983,0.3374413519256668,-0.0155088926727162,0.2131721968322189,0.2747275437930038,0.2533142981060504,338.0,1.0
1998,3.997324040374206,338,286.9512634277344,292.1210021972656,292.2091064453125,296.5234069824219,298.5213317871094,292.8291320800781,282.6719665527344,37,1,8,31,14,5,7,-0.2470123278063437,0.1167764409141463,0.2613899520213696,0.1832829121325118,0.0156298736075904,0.2855855297011087,0.2616472481601127,338.0,1.0
1999,4.050947798317601,338,284.8257751464844,288.20452880859375,291.9206848144531,294.81829833984375,295.76953125,289.07269287109375,281.9180908203125,22,0,8,16,15,3,4,0.0365356578464292,0.2952835095100259,0.2681898359190901,0.3349706131442985,0.0608261360986367,0.2340077649202233,0.0976611888791141,338.0,1.0
2000,1.8921776476928436,338,282.2103271484375,288.9120788574219,291.6031494140625,296.3093566894531,295.31414794921875,289.9066467285156,283.8597717285156,25,1,15,12,13,5,5,0.4127752372127883,0.3618496948085056,0.2983265997041381,0.1859355926886127,0.4099046739499969,0.3260261012329873,-0.2096686226274044,338.0,1.0
2001,-2.7813901868190563,338,282.3463439941406,291.27508544921875,293.3222961425781,297.6488037109375,299.0982971191406,293.1599426269531,281.0076904296875,48,6,8,14,5,4,3,0.1094283692535276,0.0639009740253765,-0.0561392387339172,0.1694240039844442,-0.1378519698046934,0.0474589659052101,0.1201488604446981,338.0,1.0
2002,-9.264982110494,338,277.0640869140625,288.1131896972656,295.4541015625,298.62127685546875,293.6294860839844,290.1297607421875,275.6741027832031,31,20,8,25,9,5,6,0.2531647933803408,-0.1065681959477336,0.0703622480169515,0.0871358295073432,0.6635222592708175,0.3762866981146399,0.3234383663531679,338.0,1.0
2003,-0.5609679427370864,338,282.6956787109375,290.03228759765625,293.3271484375,296.79705810546875,299.2241516113281,289.2104797363281,283.37518310546875,40,7,11,16,15,10,2,0.3560169331060923,0.0740636362519097,0.029654103429794,0.0536193617748178,-0.1116204417453751,0.4044125172474945,0.1324013414592814,338.0,1.0
2004,-10.86934768354833,338,282.70037841796875,286.3404235839844,289.8865051269531,294.5718994140625,291.341552734375,289.4593505859375,280.5158386230469,10,4,7,21,14,2,6,0.1642765502497029,0.554340801019351,0.2797735894554806,0.1671510072699682,0.4612854219497649,0.2872695503331264,0.2132787844622833,338.0,1.0
2005,0.30733897506783947,338,284.9647521972656,287.83294677734375,292.1330871582031,296.385009765625,293.74005126953125,289.84967041015625,282.49383544921875,19,0,7,15,10,5,4,-0.0195465525865918,0.3034324812718676,0.3376804442033566,0.0578970850903777,0.2043975677153605,0.4465220843990283,-0.0458946186765322,338.0,1.0
2006,1.17413746120641,338,285.8825988769531,289.3019714355469,294.0644226074219,298.2890625,297.2547302246094,290.3370056152344,278.4544982910156,42,7,9,12,23,3,4,0.3846712949440791,0.5624565170153322,0.0222223603313269,-0.1172202930624226,0.1781172028651389,0.5205375167734132,0.204431303588809,338.0,1.0
2007,-5.671457961223165,338,281.02008056640625,290.05816650390625,293.4544982910156,299.6647644042969,293.8190612792969,289.0335693359375,282.8117980957031,29,5,7,28,11,6,4,0.0026027830413412,0.364995863448362,0.2118358802061405,-0.078761644940642,0.4466519548688062,0.4214194574644888,0.1879862789550065,338.0,1.0
2008,2.470552707779099,338,280.9407653808594,288.383544921875,292.6794128417969,295.5513610839844,296.55401611328125,289.2066955566406,282.707763671875,22,2,11,16,13,2,3,0.3308532809444861,-0.3287885842708796,-0.041799728972772,0.4933932739880703,0.002034197492321,0.0756394643356211,0.1671879204275716,338.0,1.0
2009,3.5974938595233397,338,281.20635986328125,287.4536437988281,293.3987121582031,293.9845886230469,294.0148620605469,294.96319580078125,277.56964111328125,23,5,9,13,13,5,7,0.0558708454517435,0.1271006713686669,0.0837291816732967,0.1648348723849162,0.3665334476432232,0.0670383179976363,0.7115188629809928,338.0,1.0
2010,-9.185317244524569,338,285.3226013183594,286.5784606933594,292.51898193359375,295.75323486328125,294.4825134277344,287.2582702636719,284.2357177734375,16,3,18,23,26,6,3,0.2876172672482542,0.6254863385642663,0.4768348183817046,0.5063721497457809,0.4268059454390932,0.5159485150988571,-0.0990609545164266,338.0,1.0
2011,4.019477742859365,338,280.80224609375,288.4341125488281,292.7191162109375,296.6620178222656,296.8362121582031,292.90594482421875,284.1396789550781,26,0,10,16,8,5,3,-0.1576444949116052,0.0056878346667871,0.2044516949965151,0.3351825556331294,-0.0026545470864313,-0.1089232875215221,0.1369001196143888,338.0,1.0
2012,-4.5881211783248474,338,282.0429382324219,288.2420349121094,293.81097412109375,297.7621765136719,296.2997131347656,292.45050048828125,279.1660461425781,29,6,16,16,20,3,3,0.3994283867159617,0.5505185053953418,0.3602868831272595,0.3379549498548481,0.1520894469469972,-0.2491425388392638,0.5565306364958379,338.0,1.0
2013,5.389074466547463,338,275.61456298828125,290.54156494140625,293.7157897949219,295.3975830078125,297.3761291503906,294.32318115234375,280.7838439941406,31,8,12,10,7,8,4,0.1352631440604972,-0.2049333899228637,-0.0712467526590569,0.1946479496142323,-0.1640781133896462,-0.1080713311667497,-0.1466156240823171,338.0,1.0
2014,-2.773346227686943,338,278.05517578125,289.556640625,291.7518310546875,295.8533630371094,296.6123352050781,291.01287841796875,283.93792724609375,29,6,8,20,18,4,4,0.7125536615160736,0.0240364611467739,0.6268978321630869,-0.0667342666004639,0.313626116119869,0.0997794266976315,-0.0059883523540535,338.0,1.0
2015,3.801839169510501,338,283.9795227050781,290.384033203125,295.8453063964844,297.6236877441406,295.9513244628906,290.8018493652344,284.4602355957031,39,0,9,9,13,4,2,0.1071211291042219,-0.3025656267937948,-0.1639104678307015,0.1922210418448753,0.0363948481411883,0.222234809361335,0.1611577038758171,338.0,1.0
2016,5.954630658139806,338,283.5561828613281,293.0350646972656,296.1184997558594,295.810302734375,294.72454833984375,290.5453796386719,278.8675231933594,23,0,12,18,17,5,2,-0.1841356664842749,-0.0190075824017631,0.0754878930578548,0.3171248218500117,0.4399464593049292,0.2500876335773708,0.7877379873411064,338.0,1.0
2017,10.432080796140191,338,282.3287353515625,290.21795654296875,294.05267333984375,298.5310363769531,296.8317565917969,292.4040832519531,282.7269287109375,40,2,8,17,7,5,2,0.1629831052259713,0.1105669569578444,0.0234570589896914,-0.0923945174298459,-0.1832460284340937,-0.0802950508729667,0.3378044610881373,338.0,1.0
2018,9.300050511719299,338,276.5927429199219,294.00103759765625,295.45758056640625,297.55767822265625,298.0729064941406,285.8455810546875,278.5814208984375,50,13,9,22,8,5,8,-0.0356075535202822,-0.0681907791083235,-0.0696683291081396,-0.0281719762484403,-0.2038815491601084,0.492722458239095,0.0790882079491774,338.0,1.0
2019,6.505626318730258,338,283.5359802246094,289.07586669921875,295.0564880371094,296.4734191894531,294.996337890625,290.13665771484375,278.87518310546875,25,4,9,15,9,3,4,0.089041741478907,-0.1846090256811268,0.2047191736000823,0.3123908271573233,0.0695498574069688,0.3372675845768653,0.1074897585140189,338.0,1.0
2020,-1.501191782826929,338,278.8618469238281,290.298095703125,293.6846618652344,297.224609375,298.0337829589844,290.9155578613281,279.2493591308594,37,16,4,25,10,4,11,0.2264703991962303,-0.0247580765084838,0.1779084561550064,0.5119461359588525,-0.2462694036834013,0.2603474284798474,0.3073668184328723,338.0,1.0
2021,-24.023487151698475,338,282.9814147949219,289.6564636230469,297.4549255371094,300.6413269042969,296.34710693359375,294.2467956542969,285.1815185546875,60,2,10,8,12,11,3,-0.1220100237908126,-0.1006177801186131,-0.2004001712315732,-0.2979070484406206,0.2604066068558352,0.0119074208349391,-0.1889214487778668,338.0,1.0
2022,2.5448729736941473,338,277.6650390625,289.469970703125,293.9668273925781,297.4571228027344,299.1791687011719,294.7491455078125,284.6690368652344,48,4,9,9,13,6,4,0.3393341980103411,0.5141420853941994,-0.095165762241769,0.0797166455018612,0.0948558596506823,-0.1607889360911228,-0.1331033481033281,338.0,1.0
1990,-7.283105225941817,339,282.6302490234375,289.9777526855469,296.3283386230469,295.9622802734375,296.79461669921875,294.84478759765625,281.4663391113281,44,2,6,18,6,8,6,0.1563723464017084,0.1182774807589285,0.1186822705329666,0.386046511290525,0.175419857006148,-0.0207568863687735,0.0171658827884101,339.0,1.0
1991,-1.3365023996782703,339,285.5456237792969,290.287841796875,295.1102294921875,296.68316650390625,299.6520080566406,291.8180847167969,278.9559326171875,44,10,7,21,14,7,6,0.3920585388717849,0.4569581337855844,0.2990395071521072,0.1596739117842418,-0.0110468953584137,0.1864401475719871,0.4806389326842486,339.0,1.0
1992,4.779388402948445,339,283.6654052734375,289.9584655761719,294.9039306640625,293.4417724609375,294.548583984375,288.2461853027344,282.17950439453125,22,5,8,11,9,5,6,0.0619820476697916,0.2985835037480397,-0.291327141608494,0.3801245845397394,0.2819034430901939,0.4229444057766111,0.0710666540477928,339.0,1.0
1993,0.06421041672164307,339,282.8480224609375,290.9640808105469,292.2324523925781,292.7177429199219,293.79022216796875,288.0504455566406,282.19586181640625,13,1,12,31,12,4,5,0.1967831581462383,-0.0087292357824887,0.0584366400362971,0.5077539866980709,0.4172963340641167,0.4183608537209106,-0.0428383756748556,339.0,1.0
1994,1.618593029544197,339,284.3517150878906,290.80096435546875,293.5274963378906,295.27606201171875,295.1819152832031,293.7526550292969,284.3056945800781,26,0,8,31,10,5,4,-0.0650573916277829,0.2413673700898494,0.2552098654057875,0.2230311563852998,0.4577822946768918,-0.2295163516198419,0.0564358941772593,339.0,1.0
1995,2.542263618729919,339,276.9479675292969,289.17120361328125,296.6331787109375,295.6849365234375,295.2283630371094,291.61444091796875,282.87005615234375,34,5,10,19,19,9,3,0.1754291426140134,0.2684874609661415,0.046096646215729,0.1433975138228206,0.6306602804986581,-0.40278423064709,0.5496879063285481,339.0,1.0
1996,4.83522218427882,339,278.44134521484375,285.77569580078125,294.80743408203125,295.578857421875,297.9810791015625,288.7623596191406,281.0710754394531,31,10,12,20,19,5,5,0.4682063187849782,0.2914688596157522,0.0735858066602899,0.4985575918877216,0.002275113870463,0.3202666065256884,0.3932273265093766,339.0,1.0
1997,-1.5032248396753296,339,279.39154052734375,288.83514404296875,295.10321044921875,296.5000305175781,297.2972106933594,293.67596435546875,282.3512878417969,40,7,7,20,13,4,7,0.0040294195715429,0.1857417301165594,0.3554770051401151,-0.0209027881274084,0.2048012764922177,0.245965219709458,0.2303121307718691,339.0,1.0
1998,3.8282255360694037,339,287.2228698730469,292.45330810546875,292.3507080078125,296.7010498046875,299.093505859375,293.2427673339844,282.8287658691406,41,1,8,30,11,5,5,-0.2448817344674526,0.1140628675558004,0.2770338292909992,0.1594944257144185,0.0516234372290635,0.3174443442774975,0.2452830631603451,339.0,1.0
1999,2.9289638881773143,339,285.1845703125,288.2774658203125,291.99566650390625,294.818359375,296.0025634765625,289.3395080566406,282.1397399902344,23,0,8,16,15,4,4,0.0129773442503957,0.2989370767659215,0.3163676483287743,0.3622452900667373,0.0328951353555199,0.2262421769115083,0.0939900957971413,339.0,1.0
2000,3.298990216648395,339,282.3720703125,289.0771789550781,291.7345275878906,296.4912414550781,295.5260925292969,290.30950927734375,284.11004638671875,25,1,16,12,13,3,5,0.4500091464985543,0.3661869073458457,0.2690617286365203,0.2044827036929165,0.4368810523959327,0.258250928906152,-0.1753018492919129,339.0,1.0
2001,-4.862725845033104,339,282.94769287109375,291.74334716796875,293.62701416015625,297.882568359375,299.4931335449219,293.4681091308594,281.13348388671875,51,6,8,22,8,4,3,0.1102101926360598,0.0617514919895396,-0.0644528057885303,0.2680924279326216,-0.1287122445375833,0.054763970344389,0.1393459453619059,339.0,1.0
2002,-6.254207706366184,339,277.43505859375,288.4859924316406,295.7099914550781,298.953125,293.8173522949219,290.33416748046875,275.69451904296875,33,20,6,18,11,5,6,0.2120052256634447,-0.1015458659623035,0.0619468160273457,0.0331097655950281,0.643202198332527,0.3573359772781473,0.3269163558094092,339.0,1.0
2003,-1.1764015913360986,339,283.18084716796875,290.14678955078125,293.3642883300781,296.8023376464844,299.42718505859375,289.2696228027344,283.4849853515625,44,7,12,16,12,7,2,0.3741165079202401,0.1080531997228076,0.0633175538524954,0.0639255336709044,-0.0666709152636736,0.3864694942859113,0.1433110272834628,339.0,1.0
2004,-5.229307499942831,339,283.38507080078125,286.68328857421875,289.8668212890625,294.557861328125,291.5557556152344,289.5319519042969,280.6228942871094,13,4,7,30,16,2,5,0.1772829372281955,0.5708988252483514,0.2140091292320977,0.2416756651520996,0.4812750276172865,0.3173835622662133,0.2426657409455329,339.0,1.0
2005,7.085707400648321,339,285.47265625,287.9783630371094,292.1008605957031,296.4268798828125,293.9101867675781,289.9588928222656,282.6470642089844,19,0,6,14,9,5,4,0.0034075905002186,0.2565594644454997,0.3366634892723723,0.0817322262007057,0.1760115266797809,0.4339067268435671,0.0454697102617742,339.0,1.0
2006,-1.0287066977625763,339,286.2521667480469,289.486572265625,294.0309753417969,298.3236389160156,297.4370422363281,290.49713134765625,278.6489562988281,41,6,9,10,20,3,3,0.3666620394084062,0.5070021495025282,0.0670132153454499,-0.1683376876239792,0.1164783138704821,0.5920143414836828,0.2106402418442004,339.0,1.0
2007,-4.473832819810308,339,281.3551330566406,290.11920166015625,293.5657043457031,299.81463623046875,293.9871826171875,289.2399597167969,283.0091247558594,31,5,7,25,12,6,4,0.0277534563637783,0.3187564732623994,0.2318826759116253,-0.0638092661263067,0.4751753608960479,0.4412368912899936,0.2110442179686101,339.0,1.0
2008,3.4503290345051383,339,281.4309387207031,288.5880126953125,292.8306884765625,295.73431396484375,296.7368469238281,289.4501647949219,282.82379150390625,22,2,6,16,16,3,3,0.3387992942502134,-0.3069671398089448,0.0035817288974815,0.3703988917920004,-0.0028457776889831,0.1465101288841653,0.1780880088270412,339.0,1.0
2009,0.442074897368947,339,281.3600769042969,287.7968444824219,293.5385437011719,294.11175537109375,294.18267822265625,295.31646728515625,277.53228759765625,28,5,9,13,14,5,7,0.0484030817946725,0.1390109143767855,0.0717300063890642,0.1144268551455192,0.3918481804356377,0.0712651081783104,0.7311166263939745,339.0,1.0
2010,-12.695271438119772,339,285.4261474609375,286.712890625,292.5410461425781,295.626708984375,294.6496887207031,287.4334716796875,284.3142395019531,17,3,18,23,27,6,3,0.2806660498110222,0.6298944576980103,0.5048873209113632,0.5049794991011073,0.38923280015282,0.5390180300126711,-0.0726258966299599,339.0,1.0
2011,3.43667020275468,339,281.2646179199219,288.69024658203125,292.7432861328125,296.7709045410156,297.02264404296875,293.2099609375,284.2671203613281,29,0,10,16,7,5,3,-0.1477557418380349,0.0222069308769771,0.1981756016017674,0.2699741997662755,0.0090914980166398,-0.0866099013781865,0.1327590966317956,339.0,1.0
2012,-6.262100180007689,339,282.11273193359375,288.3949890136719,293.8143005371094,297.7044372558594,296.4361877441406,292.8067932128906,279.1404113769531,32,6,16,16,22,3,3,0.390758091556744,0.5587473071596532,0.3652395278362023,0.3506093121355088,0.1957076137252495,-0.2229946700329828,0.5431338561356758,339.0,1.0
2013,5.106376645128769,339,275.50103759765625,291.158447265625,293.7925720214844,295.4132385253906,297.6171875,294.57916259765625,280.904052734375,31,7,11,10,5,8,4,0.1618870181123375,-0.1655438894606308,-0.0149436648630851,0.1724104680270366,-0.0981530305355186,-0.0976438589589748,-0.1343438053851347,339.0,1.0
2014,-6.403901927437765,339,278.9722595214844,289.61663818359375,291.71417236328125,295.9143371582031,296.7350769042969,291.1876525878906,284.1512451171875,29,4,8,19,19,4,4,0.7103161280277817,0.0899334196120648,0.5608094200854961,-0.0345894195661179,0.3242182434629567,0.1549135340331935,-0.0785007684219995,339.0,1.0
2015,5.675107476358875,339,284.37554931640625,290.52508544921875,296.0665283203125,297.7491455078125,296.17144775390625,291.0034484863281,284.6492614746094,42,0,10,9,13,4,3,0.1138477935458182,-0.281512454200532,-0.1724611616838575,0.2013657799303698,0.0440769480549998,0.2911099118998415,0.0939595678250272,339.0,1.0
2016,8.433404856518685,339,284.0859069824219,293.2214660644531,296.2034606933594,295.8742980957031,294.8503112792969,290.7898254394531,278.83636474609375,24,0,12,16,16,5,3,-0.2378460492901526,0.05141216388239,0.0677561322835316,0.3390245642304745,0.4544528974640157,0.1868770462988358,0.7614220336680227,339.0,1.0
2017,7.758612643927798,339,282.3827209472656,290.5990905761719,294.3303527832031,298.7452697753906,297.1569519042969,292.6611328125,282.8918762207031,46,2,7,17,6,5,2,0.1888743671303525,0.089759519828907,0.0244908653439951,-0.0813193762273291,-0.161920397429933,-0.0949481045303934,0.3750143487662701,339.0,1.0
2018,6.89540183428344,339,276.83197021484375,294.14642333984375,295.59039306640625,297.7137145996094,298.4116516113281,285.9945983886719,278.6952209472656,51,13,9,22,10,5,8,-0.0334979681415703,-0.051631006998382,-0.084492917324494,-0.0225112640466272,-0.1650513886685742,0.5049279231841108,0.1112647282677478,339.0,1.0
2019,-0.01852099899774373,339,283.7777404785156,289.3190002441406,295.20208740234375,296.5906982421875,295.14508056640625,290.33251953125,278.92987060546875,26,4,9,13,10,3,4,0.0801019215753745,-0.1371892519228932,0.2497678755729331,0.3611935685613585,0.1216802524466087,0.3772830221645832,0.136948337413748,339.0,1.0
2020,-2.5631558559157526,339,279.7041320800781,290.6227111816406,293.7891540527344,297.2210693359375,298.5274963378906,291.37841796875,279.4224853515625,41,15,4,19,8,4,11,0.1924665226763593,0.0074680719500039,0.1741611043057009,0.3817071265804263,-0.1586663526573702,0.3410323843529739,0.294854310978642,339.0,1.0
2021,-21.041217106233983,339,283.75518798828125,289.9778137207031,297.7121887207031,301.0902404785156,296.74102783203125,294.5770263671875,285.30181884765625,65,2,8,8,12,11,3,-0.1939138055177322,-0.0885619247601213,-0.2370246402959505,-0.3051782300399088,0.2416086599316447,0.0560080412723148,-0.0835121009102823,339.0,1.0
2022,9.952639847043848,339,278.4149169921875,289.7366943359375,294.2145080566406,297.7939147949219,299.7875061035156,295.1435546875,285.1659851074219,49,4,15,9,14,6,7,0.2689142135627451,0.4425176597909547,-0.0940022801168457,0.0640790024158634,0.0121885567177091,-0.1283698230547238,-0.1204945797260847,339.0,1.0
1990,-9.008174734267222,340,283.1712646484375,289.9935607910156,296.1333312988281,296.1249084472656,297.0262145996094,295.2942810058594,281.8062438964844,44,1,6,18,8,8,6,0.2171737837684486,0.2139291592874876,0.140261526380358,0.3229188573899696,0.1778688773630822,-0.0827279561431148,-0.000224752119059,340.0,1.0
1991,-2.581666913357477,340,285.7941589355469,290.439453125,295.0464782714844,296.92572021484375,300.0313720703125,292.3419494628906,279.1832275390625,48,10,7,21,18,7,4,0.4169492923268994,0.4618334730824915,0.3058612998905064,0.1722447644851171,-0.0184927047101559,0.1579776887844503,0.472956754243181,340.0,1.0
1992,5.0208827198131445,340,284.26495361328125,290.04296875,294.9886474609375,293.9153747558594,294.90374755859375,288.5053405761719,282.4966735839844,24,5,8,12,8,5,6,0.0906459554508446,0.313364484468057,-0.342385562037206,0.3446796110016079,0.2843264959121223,0.4643702860833068,0.0693543231871451,340.0,1.0
1993,5.998834657113491,340,283.2500305175781,291.30059814453125,292.69580078125,292.8984680175781,294.0491638183594,288.4715270996094,282.6786193847656,17,1,12,37,11,4,5,0.2054782229340051,-0.0108576739424517,0.0221040042638711,0.4861797856531419,0.4651306796705201,0.394797704280376,-0.0990364172727614,340.0,1.0
1994,1.7534022759353576,340,284.7298583984375,291.0270690917969,293.6934814453125,295.51666259765625,295.5888366699219,294.13134765625,284.6319580078125,30,0,8,31,12,4,4,-0.0924630307086048,0.2661491191873656,0.2330323101863241,0.2727702814220097,0.4742548956269843,-0.1930319084194735,0.1010482688947475,340.0,1.0
1995,-0.915988292981897,340,278.3368835449219,289.5343933105469,296.7496643066406,296.1435852050781,295.4059143066406,291.9622497558594,283.231689453125,33,5,10,19,17,9,3,0.188078017294803,0.2688427276917793,-0.001523259386685,0.1819824317712102,0.6346142251574979,-0.4039540549808424,0.5351575500678695,340.0,1.0
1996,3.390662950361733,340,279.2060546875,285.9114685058594,294.9952392578125,295.818603515625,298.1493225097656,289.0185241699219,281.2406311035156,32,10,12,20,15,5,5,0.4775694956381559,0.3317809381753718,0.0489856369039428,0.5323867464595589,0.0663464397391753,0.299840071043696,0.3711890424978155,340.0,1.0
1997,-3.127546237479514,340,279.97235107421875,289.2447204589844,295.3011169433594,296.7393493652344,297.6759338378906,294.1950378417969,282.7397155761719,48,7,8,20,13,5,8,0.0453041090695926,0.184359356593689,0.376848339203165,0.0188827360812578,0.2093173065188222,0.2283771833193685,0.2214329941153756,340.0,1.0
1998,2.6311229915153582,340,287.5917663574219,292.99432373046875,292.6017150878906,297.0821533203125,299.9290771484375,293.6302185058594,283.0235595703125,46,1,8,22,11,5,5,-0.3383163262943765,0.1248153427636735,0.2837402359562577,0.093933181011198,0.0596295184010489,0.3679344141645184,0.2305017739888403,340.0,1.0
1999,3.965834032771106,340,285.6205749511719,288.4410095214844,292.08721923828125,294.88238525390625,296.31866455078125,289.7213439941406,282.4945373535156,23,0,9,19,14,3,3,-0.0585990192703848,0.3129016239236729,0.35062967193281,0.3978916415073995,-0.0195558861066543,0.2207106886526395,0.0828632957507531,340.0,1.0
2000,1.7765868862877419,340,282.6416931152344,289.2380065917969,291.8945007324219,296.8699035644531,295.9458312988281,290.8807067871094,284.4806823730469,26,1,9,12,12,3,5,0.462369643397941,0.3842094068983404,0.2457923870764889,0.1699542430237184,0.4560016559981252,0.2220357311505107,-0.1649193855339072,340.0,1.0
2001,-4.737783426695096,340,283.51226806640625,292.3063049316406,294.06231689453125,298.18304443359375,300.0101318359375,293.84820556640625,281.19390869140625,55,5,11,14,7,4,3,0.1456978238060441,0.0298532685178962,-0.0391628246097447,0.3302919524259462,-0.1686215353644018,0.0594916727526849,0.1653676242053203,340.0,1.0
2002,1.2249874124727782,340,277.8061828613281,288.79010009765625,295.7806396484375,299.294921875,294.018310546875,290.5921936035156,275.8301086425781,35,20,6,18,10,5,6,0.157615849711505,-0.0828196369933371,0.0953523357911147,-0.01987887211443,0.6297869824103494,0.3235588398069208,0.336314506592248,340.0,1.0
2003,-4.336199936098467,340,283.3909912109375,290.3572082519531,293.4725341796875,296.923095703125,299.5020446777344,289.51611328125,283.7554931640625,42,7,14,17,13,7,3,0.3819078080202165,0.1261525946676126,0.0550852830630743,0.0976189698215886,-0.0401007210516838,0.407579171256109,0.0813382378822005,340.0,1.0
2004,-3.7213454724088315,340,283.74383544921875,287.1368103027344,290.02825927734375,294.66046142578125,291.8974609375,289.6644592285156,280.66168212890625,13,4,5,31,17,2,5,0.1824034928366139,0.5836679277311595,0.1347416635702208,0.3461806374746189,0.4715272949969263,0.24804402453762,0.2585088889320638,340.0,1.0
2005,5.968123089466744,340,285.86505126953125,288.171630859375,292.0790710449219,296.5113830566406,294.14410400390625,290.1337585449219,282.9967041015625,20,0,7,13,9,5,4,0.0523622656898641,0.2097496902188166,0.322920297813009,0.104129972141406,0.1582690501410744,0.4463533400624058,0.0792072843629983,340.0,1.0
2006,0.3349955388076218,340,286.5244445800781,289.8310852050781,294.1275329589844,298.5248718261719,297.670166015625,290.57086181640625,278.9156799316406,42,6,9,14,24,3,4,0.3364653305229203,0.4627459076065897,0.0942701346429989,-0.1687508388655622,0.0611765492670256,0.6223550740416478,0.2410113389119123,340.0,1.0
2007,-0.22209019959062104,340,281.7102355957031,290.1415100097656,293.76190185546875,300.0926208496094,294.14117431640625,289.5480651855469,283.3161926269531,35,5,6,18,12,6,4,0.0635247830117034,0.242057444261017,0.1806512600420844,-0.051289271028413,0.5253384572152245,0.4475778581694264,0.1979354641290723,340.0,1.0
2008,2.7968658742720187,340,281.78424072265625,288.8831481933594,293.0410461425781,296.0523986816406,296.92987060546875,289.89813232421875,283.0426330566406,24,1,6,16,17,3,3,0.397265095588512,-0.2881041695149397,0.0716284815787307,0.3210227445918742,0.0436803989183765,0.1675576799453803,0.1746865691881266,340.0,1.0
2009,2.2901733110060007,340,281.2857666015625,288.2710876464844,293.7942810058594,294.3560791015625,294.4123229980469,295.7225036621094,277.5316162109375,30,5,9,13,11,5,7,-0.0599267752207526,0.1795896088769952,0.0622504952823394,0.0700889515252472,0.4089897360415132,0.0823456902067236,0.7576609124106339,340.0,1.0
