Year,Canola,region,average_max_temp_in_4,average_max_temp_in_5,average_max_temp_in_6,average_max_temp_in_7,average_max_temp_in_8,average_max_temp_in_9,average_max_temp_in_10,days_above_25,days_under_0,longest_dry_spell,longest_wet_spell,days_over_95_precipitation,longest_heat_wave,longest_cold_wave,SPI_in_4,SPI_in_5,SPI_in_6,SPI_in_7,SPI_in_8,SPI_in_9,SPI_in_10,Region,Soil Zone
1996,1.897214613751487,225,283.4374694824219,286.7471923828125,294.86474609375,297.1619873046875,299.7485656738281,289.6444396972656,282.60467529296875,41,5,13,19,12,4,3,0.3485025863327978,0.4392403387713162,0.2937682021760788,0.2882989934219692,-0.180253341837651,0.5586489527877938,0.3021073452837052,225.0,3.0
1997,-5.90874134482641,225,283.06903076171875,290.3828125,295.77691650390625,297.25933837890625,299.0497131347656,296.0451354980469,285.0474548339844,56,6,12,20,15,5,6,0.3609601926507838,0.1141765801853672,0.2127335661334915,0.0734817995988285,0.2467839441243699,0.0794452390935921,0.3981350860340888,225.0,3.0
1998,-1.4093122326733827,225,288.0569152832031,293.48577880859375,293.0450439453125,299.2943115234375,300.86212158203125,295.60711669921875,284.9997863769531,61,1,11,14,16,4,3,-0.1690271475855984,-0.0269164217427651,0.3023330937915505,-0.0566404477241997,0.145574788682525,0.3943751643453081,0.1746078579463256,225.0,3.0
1999,5.994659781814676,225,285.9645690917969,289.1286926269531,293.08660888671875,295.7516174316406,298.3438720703125,291.24188232421875,285.2870178222656,34,0,10,15,16,2,5,-0.0592869246902645,0.3925157762852543,0.3511192570551386,0.4355815934535935,0.0742496869485115,0.1144382652213814,0.0667758389296906,225.0,3.0
2000,0.20317469863775628,225,283.9446105957031,290.3061828613281,292.80194091796875,298.2059631347656,297.917236328125,292.1955871582031,285.62677001953125,40,2,13,13,13,2,5,0.4422567548880995,0.3306207533549415,0.3756429501837166,0.2871560748387841,0.2750720368826597,0.3164816968476235,-0.0797793096889321,225.0,3.0
2001,-12.184547384961721,225,285.08685302734375,292.94390869140625,294.1767883300781,299.39825439453125,302.342041015625,295.4801330566406,283.72357177734375,69,3,13,12,7,5,4,0.1074026275596251,-0.0751024788538254,0.0991783767108648,0.2972453459310384,-0.3854392545577863,0.0846829924405038,0.2020881293327067,225.0,3.0
2002,1.5330657828391772,225,279.88031005859375,289.7066650390625,295.1813659667969,299.2135009765625,294.4256896972656,291.9152526855469,278.3866882324219,43,15,11,23,17,5,6,0.0956367654107705,-0.1141361760984409,0.3081172532907982,0.1690478337765861,0.6816406179716166,0.2904425325848805,0.5592640363430748,225.0,3.0
2003,-13.144778147024896,225,283.8685302734375,290.4691467285156,293.8360595703125,299.9425048828125,302.35064697265625,292.0806579589844,286.9157409667969,61,7,13,14,14,7,3,0.4363460619971917,0.2231115074086249,-0.0197200372463492,-0.0767239115556471,-0.1782193234234941,0.4552760718134218,0.0063923824151222,225.0,3.0
2004,-0.01807917455393593,225,286.42840576171875,288.3160705566406,291.6304626464844,296.23809814453125,293.8202819824219,291.6412353515625,283.3456115722656,19,5,7,22,13,3,5,0.0259023947701661,0.6212693480702742,0.1248491027266384,0.2471245008743243,0.5022662303831704,0.1118113089507938,0.2984463369286174,225.0,3.0
2005,-1.887567383175,225,286.8235168457031,289.3580322265625,292.9049377441406,297.898193359375,296.1331481933594,292.1534729003906,285.7522277832031,35,0,8,19,8,4,4,0.0144944341058771,0.1339450485368777,0.5338358269699994,0.2103625630168976,0.2398729827650349,0.1939177643972927,-0.0064348626351226,225.0,3.0
2006,-1.651770159726226,225,288.2191467285156,291.9597473144531,295.44036865234375,300.8747863769531,300.5163879394531,292.4638671875,281.19842529296875,70,2,8,12,12,8,4,-0.0033160313391486,0.2698100353217944,0.1498021682746859,-0.0470672133310298,-0.1427439415913188,0.535955183457556,0.2330998821521342,225.0,3.0
2007,-5.211430033942417,225,284.0637512207031,290.7781677246094,295.0511779785156,302.63677978515625,297.4411926269531,293.0244445800781,285.8267517089844,53,4,11,11,9,7,2,0.2674245135087157,0.2177486016076023,0.101117360332982,-0.337616135263256,0.2068895569788618,0.3096457227759552,0.1851300182699017,225.0,3.0
2008,-5.066547005823587,225,283.2162170410156,290.2675476074219,293.43682861328125,298.221923828125,299.73980712890625,291.5641784667969,285.6802673339844,36,2,9,11,12,2,4,0.295236936343132,0.0098137670952203,0.1670623186555002,0.3770056917631867,0.1638017330129782,0.1221024997483454,-0.0249217798646491,225.0,3.0
2009,1.5821986605337628,225,283.1650390625,290.9529113769531,296.0452575683594,296.7665710449219,296.7577819824219,298.9789123535156,279.9350891113281,52,3,10,13,10,6,7,0.0027714300242126,-0.0115718505359104,-0.1033484992379757,0.2717290705413945,0.1555728854774724,0.0557785725376337,0.7290964544681454,225.0,3.0
2010,-0.1638200603695843,225,286.30999755859375,287.1617126464844,293.8217468261719,297.06256103515625,296.4366760253906,289.20849609375,287.3824462890625,30,1,17,13,28,5,4,0.2141724119998414,0.6923630743189535,0.3797843539740778,0.4601508303886845,0.5623852397145856,0.6142593379116872,-0.0706875208826495,225.0,3.0
2011,7.494704121062089,225,282.1932373046875,288.62030029296875,293.4035949707031,298.58599853515625,299.10809326171875,296.2965393066406,286.9464416503906,58,0,10,11,13,4,2,0.0702470600657278,0.3524929451111536,0.2145030143067879,0.3534501686788635,-0.0595335210865809,-0.0420362255156234,0.0761439055582727,225.0,3.0
2012,-0.8422287951712022,225,284.7327880859375,289.6197509765625,294.68902587890625,299.11944580078125,298.9303283691406,295.7016906738281,282.1688537597656,52,4,11,14,11,4,6,0.1763467981104972,0.5129598965376343,0.1264236762863149,0.3575879724688915,-0.1148994706179942,-0.2188926213602961,0.5357965343134994,225.0,3.0
2013,5.42475074616457,225,276.3786315917969,292.14739990234375,294.2739562988281,296.8893127441406,299.0998229980469,296.140625,283.5318908691406,42,9,10,12,11,3,4,0.1152978896868363,-0.2424468614986968,0.1231753728819801,0.2614972542682606,0.2015597557813488,0.1755481750046889,-0.1422014873995164,225.0,3.0
2014,7.96691608090909,225,282.8143005371094,290.9743957519531,291.98736572265625,297.72149658203125,297.4483642578125,292.1141662597656,287.271240234375,41,0,8,20,17,4,5,0.4147085330474788,0.2165533369476986,0.5774984631685393,0.0928055778720882,0.5161298295727389,0.2975783407158886,0.2277711687838207,225.0,3.0
2015,4.62362431798865,225,286.19207763671875,291.0041198730469,297.2952575683594,298.69012451171875,298.25347900390625,292.50341796875,286.6741943359375,55,0,14,14,15,5,2,0.1235081812750246,-0.2623885803406915,-0.0878624706250223,0.4487613905221818,0.1206936149214868,0.3502988605716959,0.0486125128356417,225.0,3.0
2016,13.55487545740322,225,286.2472229003906,292.9468078613281,296.7265930175781,297.0903015136719,295.9425048828125,292.1461486816406,281.6575012207031,39,0,12,26,19,4,3,-0.3471106829856641,0.2033867703213585,0.1484537510630967,0.5560683576642789,0.5473816188931707,0.227917607693801,0.5959581816380183,225.0,3.0
2017,0.8200888737174097,225,283.7684326171875,292.2274475097656,296.3975524902344,301.8700256347656,299.1928405761719,294.7049865722656,285.3507080078125,68,0,8,11,8,5,2,0.3855999134003809,-0.0060985274871789,0.0181155286905247,-0.3995442176877663,-0.0428169777782973,-0.0229866124449617,0.4436004213040918,225.0,3.0
2018,3.430438264109803,225,282.0409851074219,295.4964294433594,297.8850402832031,299.4821472167969,300.3247375488281,288.4558410644531,282.4287109375,70,7,10,17,8,9,8,-0.1462185536697312,-0.116940727432116,-0.3613076977471959,0.1425271540692723,-0.1997833403504541,0.5760763146818397,0.22316786814822,225.0,3.0
2019,3.32533055683723,225,284.8526306152344,290.6172180175781,296.25970458984375,298.5130920410156,296.614501953125,291.5427551269531,280.4376220703125,39,3,9,14,14,4,4,0.0822864975673809,-0.2780489790724436,0.2349319630314452,0.2034005349338982,0.3725212988398764,0.5652827765934142,0.1732996681696173,225.0,3.0
2020,8.524765751899682,225,282.0719909667969,291.51556396484375,295.3520202636719,298.3885803222656,300.6616516113281,294.3266296386719,281.9172058105469,56,15,8,7,11,6,10,0.1210740365283336,-0.0563175151469115,-0.0983876870597336,0.1839769644753604,-0.2425654872179852,0.2093558301512564,0.2543256337989647,225.0,3.0
2021,-17.571786956807713,225,285.4641418457031,290.7601013183594,299.8550720214844,303.4270324707031,298.49237060546875,296.0101318359375,287.4890441894531,77,0,12,8,8,7,3,-0.1681321870966833,0.0185542216446851,-0.4529632059585998,-0.0277970131508504,0.3028242333837758,-0.1449347960754103,-0.0851416008032278,225.0,3.0
2022,-12.263253510767445,225,281.44403076171875,291.2882080078125,296.4614562988281,299.6892395019531,302.0411682128906,297.7626647949219,287.80633544921875,73,4,14,14,7,4,7,0.3295335128437215,0.2448452559955584,-0.1551197064475989,0.4269210552312839,-0.3025087703535392,-0.1566922967703859,0.0842074390502085,225.0,3.0
1990,6.073364116529945,241,280.9154968261719,288.73150634765625,294.974609375,295.9702453613281,297.0664367675781,293.18035888671875,281.3125305175781,33,4,7,15,7,5,6,-0.0792877322603616,0.4553485892357776,-0.0182078093613438,0.243659342655279,0.1028270138978284,-0.1166383885948568,0.1133556488427108,241.0,1.0
1991,-1.896350011877125,241,285.1314697265625,290.221435546875,295.24786376953125,296.5720520019531,298.5987548828125,289.9833068847656,278.1665954589844,33,8,7,21,19,5,4,0.3387821948356923,0.44597177262771,0.4739913405648062,0.2777322208671005,0.2008360470542551,0.0645518089107545,0.3154063822238678,241.0,1.0
1992,-6.707951692372106,241,281.84033203125,290.46441650390625,292.8680114746094,292.55609130859375,293.8842468261719,288.1588134765625,281.80401611328125,17,3,6,10,11,5,6,-0.0772492651707954,0.3179243997700267,-0.2544988363906988,0.43440981492074,0.2288861565792595,0.4396765901352541,0.0273012557273172,241.0,1.0
1993,2.7383549917879186,241,282.1911926269531,290.0848083496094,292.0245361328125,293.0841979980469,293.6532897949219,287.4034423828125,280.63714599609375,11,2,14,27,10,4,5,0.112906601656642,-0.1440684636377894,0.0850575295959736,0.5890507206755041,0.4910977502538203,0.4179312693944416,0.0493340402430302,241.0,1.0
1994,-3.757136553299567,241,283.4814758300781,290.76885986328125,293.6776123046875,294.97064208984375,294.4388427734375,292.84320068359375,283.8827209472656,18,0,8,27,10,3,4,-0.0214039356086919,0.2830679805064899,0.3410563356222616,0.1456112737216732,0.3936814195547305,-0.2418018651955847,0.2023476735280836,241.0,1.0
1995,-6.894515650474959,241,275.99542236328125,288.1570129394531,296.9423522949219,296.3940124511719,295.60455322265625,290.88787841796875,281.7816467285156,36,8,9,16,11,10,6,0.338092481353646,0.1363579975035518,-0.061321577266302,0.3895955313610912,0.4064012469412266,-0.1865540081812524,0.5818643233452644,241.0,1.0
1996,4.226217700261735,241,277.8835144042969,286.1463928222656,295.1029357910156,295.571044921875,297.0538635253906,288.5963439941406,280.46099853515625,27,7,10,26,10,5,3,0.3695578918422374,0.4771204606581401,0.2324883609328969,0.3127916865815077,-0.2742176989568595,0.5777823350903205,0.244385997913627,241.0,1.0
1997,0.00440005957461409,241,278.9683532714844,287.12481689453125,295.7438049316406,296.2464294433594,295.7299499511719,291.98651123046875,281.07757568359375,30,8,6,14,11,4,4,0.2984588820815006,0.1085753810520655,0.212937896725813,-0.0254813498838204,0.3284279297223337,0.0932252762954879,0.3723854064126132,241.0,1.0
1998,2.341243545718811,241,286.5854797363281,291.03399658203125,291.70709228515625,295.8997802734375,297.4540100097656,292.1375732421875,282.9411926269531,27,0,10,37,17,5,6,-0.2513157125011197,-0.0217288288234598,0.2614492299491777,-0.0481622800955833,0.1746490592408181,0.3760143418186945,0.1887706844515467,241.0,1.0
1999,7.436199479775087,241,284.54132080078125,288.1814880371094,291.97711181640625,295.2536926269531,294.9564208984375,288.5287170410156,281.1937561035156,17,0,8,15,17,3,4,-0.0888750487687952,0.4123820131661611,0.3010047643132797,0.4222125035960787,0.0523656984736266,0.1477272874841001,0.0398602222300437,241.0,1.0
2000,5.589267861743462,241,281.7153015136719,288.5133056640625,291.0653381347656,296.4240417480469,294.9345397949219,288.81353759765625,283.3115234375,21,3,10,20,16,5,6,0.5056784678185637,0.3206008733992923,0.261383653343273,0.1868988118137121,0.2312362028793305,0.2514122750289985,-0.119162539510711,241.0,1.0
2001,2.0993258962092014,241,280.7745056152344,289.8355712890625,292.0638732910156,296.4624938964844,297.96014404296875,291.9542541503906,280.0215759277344,32,7,6,17,6,4,3,0.0607796482724857,-0.0761502541490911,0.09013404999417,0.2600242065624445,-0.4408580055868076,0.0669907489155958,0.2530714406577528,241.0,1.0
2002,-2.0314955864149375,241,278.1694641113281,287.4765930175781,294.8363952636719,297.86029052734375,293.13946533203125,289.92572021484375,275.7927551269531,25,21,9,19,13,5,7,0.0278786520944579,-0.106813695041813,0.2877766291465399,0.2126972926192284,0.6350696299148809,0.23312743793841,0.5152847170407421,241.0,1.0
2003,-3.804204621126974,241,282.3454284667969,289.7774658203125,293.3389892578125,297.010009765625,299.1118469238281,289.29901123046875,283.7390441894531,41,7,12,18,11,10,3,0.4594027889391228,0.2312756302993963,-0.0710784918579148,-0.1500949414686646,-0.1189175566074816,0.4457423654158446,-0.0188553305833586,241.0,1.0
2004,-5.7188012079269335,241,282.2961730957031,284.753173828125,290.3464050292969,294.8882141113281,291.06988525390625,290.5577697753906,281.3646545410156,8,3,6,18,12,2,7,0.046579121755697,0.4755133824207346,0.1634821101015918,0.2992163188271782,0.4376497714276095,0.11775619005105,0.3319256190428751,241.0,1.0
2005,-1.3768674983083322,241,284.7599182128906,287.59368896484375,293.07373046875,296.37225341796875,294.11627197265625,290.4491882324219,282.21807861328125,24,0,6,19,10,4,5,0.0381882285230575,0.11685439054115,0.5220760468337562,0.2064351890453177,0.167845866192372,0.2740403434993201,0.0354243113084509,241.0,1.0
2006,-1.77535394970079,241,285.9983825683594,289.3369445800781,293.95831298828125,298.5630798339844,297.2100524902344,290.0037841796875,278.6807861328125,41,7,12,11,19,5,4,0.0533396791130638,0.3056790860979912,0.1316030244548468,-0.0069295563364985,-0.1609810483701577,0.5266673288941317,0.2614593354620222,241.0,1.0
2007,1.884272046818836,241,282.35809326171875,289.1475524902344,293.4842529296875,299.1025695800781,294.10858154296875,289.7715148925781,282.5301513671875,25,5,11,22,9,5,3,0.2377942037633672,0.2104173667605079,0.0535412764491455,-0.4267781232823452,0.2888959283553484,0.4694642495670031,0.2520128287299593,241.0,1.0
2008,7.102010491250557,241,281.2956848144531,287.8334655761719,292.3733215332031,295.2431640625,296.46295166015625,288.8451843261719,282.06011962890625,16,2,14,17,11,2,2,0.3141024594507711,-0.0602020424586893,0.1462427313643157,0.3144235622600959,0.1322713958988409,0.1219948539148183,0.0188991010078957,241.0,1.0
2009,1.2758198760220125,241,280.9984436035156,287.2066345214844,293.7658996582031,294.55181884765625,294.12799072265625,295.1728210449219,278.06561279296875,28,2,9,13,13,6,7,-0.0596751399128143,0.0289445013536517,-0.0732288836596334,0.1644444486863853,0.0913514528626937,0.1115634790274767,0.7774099692947608,241.0,1.0
2010,-6.890331544138775,241,286.1300354003906,286.6903381347656,292.4804992675781,295.7113037109375,294.08306884765625,287.5506896972656,284.4178161621094,12,3,13,25,19,6,3,0.2326384813207224,0.7300914887602913,0.3663265768482408,0.4189189577795552,0.5154096347337658,0.5282162901293648,-0.0641514289783514,241.0,1.0
2011,-1.1983705163874667,241,280.1472473144531,286.998779296875,292.6226501464844,297.10955810546875,296.7204284667969,290.9442443847656,283.1746826171875,25,0,9,16,16,4,4,-0.0665688107596227,0.2437610941530115,0.1727668212491951,0.2443152948201521,-0.0854842403413557,-0.026412052781556,0.1875606593310312,241.0,1.0
2012,-13.54829704072407,241,283.29144287109375,287.3877868652344,293.85260009765625,298.0594177246094,296.2718200683594,291.5528564453125,279.4874572753906,27,5,18,15,21,5,2,0.122899155975729,0.4956982438574557,0.2480307054353129,0.3125405084798225,-0.1119686816907772,-0.2696466249671073,0.4880820202871137,241.0,1.0
2013,7.157388019200248,241,274.4839172363281,288.92413330078125,293.2093811035156,295.3892517089844,297.3923034667969,293.6270751953125,280.3768310546875,25,9,7,11,8,9,3,0.1556512777225681,-0.2768858462905534,0.2089513923438353,0.1993119852852565,0.014298609135825,0.1403951180442411,-0.0671722288177514,241.0,1.0
2014,-4.356428369728867,241,277.1600646972656,289.3154296875,291.9822692871094,295.5760498046875,295.9860534667969,290.544921875,282.953857421875,25,10,10,17,16,5,5,0.5121680723210702,0.199668266773631,0.5379857270307556,0.07822966705441,0.3814980093443718,0.2284074706956515,0.1922899856543408,241.0,1.0
2015,3.6978676892541102,241,284.12689208984375,290.3100280761719,296.10296630859375,297.7978210449219,296.1611328125,291.4844665527344,284.0758056640625,43,0,9,10,12,5,3,0.0869651885249244,-0.2762168306915034,-0.0906453553240744,0.3306246473154056,0.1563170749406587,0.3527070403116026,0.067414761889751,241.0,1.0
2016,5.730276196149191,241,281.2540283203125,292.5609130859375,295.3388671875,295.8724670410156,294.91693115234375,290.1734619140625,280.3792419433594,20,4,6,26,21,3,2,-0.4093233143753139,0.2193838324973515,0.0886701856958907,0.5340160347004373,0.4668474914082611,0.2643821164875428,0.6717519772574251,241.0,1.0
2017,4.727836931226349,241,283.4820556640625,289.6458740234375,293.6664123535156,298.5740051269531,296.7335205078125,291.4910888671875,282.8716125488281,39,2,7,12,10,6,4,0.4397990481496764,0.0319330906402709,-0.0358942738525824,-0.4182880356175662,-0.2397631712738671,0.0054123544778972,0.4176099347916355,241.0,1.0
2018,3.666355573528925,241,277.6612854003906,294.3134460449219,295.83624267578125,297.273193359375,298.087646484375,286.9419860839844,278.29681396484375,51,12,10,11,10,8,9,-0.1317627433958364,-0.0943747399521909,-0.4215686095899673,0.0622513226150492,-0.2385603019107303,0.5613649432038877,0.2089580914073712,241.0,1.0
2019,3.3229866637435777,241,283.0370178222656,289.1175842285156,295.34039306640625,297.3990783691406,294.96014404296875,290.06390380859375,278.64190673828125,33,4,9,14,9,6,4,0.0311724404731851,-0.213185526107044,0.1701616627775134,0.2103394545727342,0.3074895233993858,0.5944426821111563,0.2036827895426173,241.0,1.0
2020,1.637730201870319,241,279.7184143066406,289.60699462890625,295.2596130371094,298.2296142578125,297.747802734375,290.05145263671875,278.365478515625,40,16,6,18,11,4,6,0.070042282773906,-0.0103670194555336,-0.0130549607005422,0.1328107672704875,-0.271403198505224,0.2650943600976671,0.2269405176688353,241.0,1.0
2021,-13.292833387899652,241,283.54779052734375,289.7537536621094,297.0408630371094,300.0592956542969,295.7844543457031,293.09130859375,285.2244567871094,50,1,11,8,13,7,2,-0.1892639056430679,-0.0188426258855247,-0.4311927474586241,-0.2162313664146305,0.3188220895142868,-0.1401089631859161,-0.1624954234946027,241.0,1.0
2022,2.5380202856345946,241,276.1673278808594,288.07073974609375,293.8675231933594,296.9110412597656,297.3872985839844,292.9593505859375,283.7338562011719,34,7,15,11,19,5,4,0.2995879390337199,0.2142242346439188,-0.1005288035431545,0.3480298753650708,-0.1762267869986957,-0.1468012303219824,-0.0057092796942414,241.0,1.0
1990,4.67184273540164,243,281.3558654785156,289.5421447753906,295.3688049316406,296.2140808105469,297.4236145019531,294.1722412109375,282.0661926269531,41,2,7,19,10,6,5,0.0974501734307294,0.0786214041485737,0.3034583359661803,0.2131612631223516,0.1219764858696133,0.0176550692151729,0.037302773305963,243.0,1.0
1991,5.177534477226917,243,285.4832458496094,290.6980285644531,295.6963195800781,296.9678039550781,299.2149963378906,290.7524108886719,278.6963806152344,42,8,6,21,15,5,4,0.2719025110137618,0.2565750484070385,0.0851799545177032,0.05006303762589,-0.2143797802093612,0.2450874976835268,0.4734169833710012,243.0,1.0
1992,-2.067257559308871,243,282.66485595703125,290.9883117675781,293.3727722167969,292.851806640625,294.4391174316406,288.7230529785156,282.48736572265625,21,3,7,10,11,5,7,0.1068986894225902,0.2061911021052778,-0.100644585449173,0.2678055008986261,0.1287734534159775,0.5161598560641082,-0.0308476076996457,243.0,1.0
1993,0.8371362508355453,243,282.7748107910156,290.8594970703125,292.37554931640625,293.1949157714844,294.0541687011719,287.8605651855469,281.37493896484375,14,1,14,23,9,4,5,0.0711447702434109,-0.1812915819291863,-0.0210573600191257,0.3353170984213139,0.2928962785622012,0.5249297289826066,-0.1092941696785879,243.0,1.0
1994,-1.7087616541439061,243,284.0659484863281,291.2966613769531,293.8500061035156,295.0211181640625,294.7906188964844,293.3328552246094,284.3243103027344,21,0,7,29,9,3,4,-0.0593315389186962,0.0403761985493299,0.4823976065381251,0.1847897110224135,0.3053753259211883,-0.1806259842150725,0.0890737186059096,243.0,1.0
1995,-8.805143337484422,243,275.7987060546875,288.710693359375,297.31170654296875,296.65802001953125,296.0304870605469,291.4750671386719,282.3416442871094,41,8,8,23,11,10,7,0.2315921185735638,0.2155260677438957,-0.2386960449933949,0.2331937803321082,0.4916452171003414,-0.2391791540798946,0.4242153997680497,243.0,1.0
1996,2.0479912008139998,243,278.4949035644531,286.6475830078125,295.2803039550781,295.5000915527344,297.4964294433594,288.9806213378906,280.8893127441406,31,9,10,30,14,5,3,0.5109554939454531,0.0610701527484837,0.1026311006724413,0.4742734273230222,0.0950878498833735,0.2276434402032273,0.4644242899698809,243.0,1.0
1997,-0.3502420400297481,243,279.1588439941406,287.9830627441406,296.0263977050781,296.3403625488281,296.3099060058594,293.0510559082031,281.7440185546875,36,8,6,14,8,3,5,0.0670646914630822,0.0906577987384487,0.1433940055123033,0.3898542808877605,0.2930418860102707,0.1303858654393082,0.298021658021418,243.0,1.0
1998,-1.9982133701749873,243,287.2670593261719,291.7904357910156,291.9759521484375,296.196533203125,298.0355224609375,292.84783935546875,283.34478759765625,31,0,10,46,16,5,6,-0.3538094778678736,0.1872488847065386,0.421527409126904,0.3185959632655807,0.130982031045663,0.381925967692468,0.2243488824942085,243.0,1.0
1999,5.303331521318707,243,284.9139404296875,288.4211730957031,292.18426513671875,295.3580627441406,295.4982604980469,288.9750671386719,282.0106506347656,20,0,8,15,18,3,4,0.0727142169159206,0.5489263670313194,0.2042532892706753,0.1537624815655926,0.0651611524315326,0.3448537184062982,0.2034106153406187,243.0,1.0
2000,4.554392634451336,243,282.51080322265625,289.06756591796875,291.4144287109375,296.5259704589844,295.3487243652344,289.40545654296875,284.1202697753906,22,2,15,13,15,4,6,0.4149729694486702,0.2588671181625834,0.2088188195430067,0.2717855333031138,0.2837696444994045,0.345205450149392,-0.09189154509093,243.0,1.0
2001,-3.1464676573805725,243,281.5497741699219,290.6999206542969,292.80572509765625,296.790283203125,298.9373779296875,292.9468078613281,280.7673034667969,42,5,9,17,4,4,3,0.0125924866374491,0.1439755420517265,0.020890031027509,0.3127332337361224,-0.2324149876142617,0.0985539680367823,0.0565740994770943,243.0,1.0
2002,-3.2965124126916088,243,278.5540771484375,287.9917907714844,295.2999572753906,298.13861083984375,293.4546813964844,290.4967346191406,276.1702575683594,27,20,9,21,13,5,10,0.3452000591143085,-0.0069041951588623,0.1440400460454369,-0.0755701228033462,0.7952285225071658,0.1473368259700209,0.3358507891570055,243.0,1.0
2003,-4.697040946363703,243,282.9613037109375,290.2325439453125,293.6075744628906,297.3187561035156,299.6967468261719,289.7742614746094,284.28875732421875,46,7,10,17,12,10,3,0.5027644124468285,0.1709894749600445,-0.2337332838464268,0.1432415002432244,-0.1920907826218595,0.3847676531681733,0.0431157088336793,243.0,1.0
2004,-7.648053258396864,243,282.8783264160156,285.541015625,290.5184326171875,295.0838623046875,291.3406677246094,290.7292785644531,281.7109680175781,8,3,7,11,13,2,5,0.0577107720450239,0.4373382061830475,0.1889046108030873,0.114162991802946,0.4193096517946664,0.0291479411663766,0.2474457092149187,243.0,1.0
2005,2.5484593987830593,243,285.3406982421875,288.099609375,293.1640930175781,296.6634826660156,294.5980224609375,290.7839660644531,282.7037048339844,26,0,6,38,12,5,4,-0.0135706630764414,0.2366767847199918,0.4847339985068555,0.198898029783664,0.0114450831705541,0.3035664002484484,-0.0090412416050274,243.0,1.0
2006,-2.6036587816937597,243,286.6532897949219,289.68743896484375,294.16912841796875,298.7961730957031,297.6835632324219,290.7892150878906,278.9819641113281,47,7,12,12,17,5,4,0.38136750108086,0.1633243426519157,0.1923206326849195,-0.1919509152953346,-0.0341139921669266,0.2971006105150512,0.2287441652320459,243.0,1.0
2007,-2.7062607405316506,243,282.90185546875,289.8679504394531,293.6782531738281,299.76177978515625,294.6794738769531,289.9905090332031,282.9695129394531,34,5,11,22,8,5,3,-0.0983109085155788,0.2782428524155397,0.2815647487948797,-0.1308945582622664,0.2791616305752101,0.3851638890065556,-0.0384741464186301,243.0,1.0
2008,3.5406535222693982,243,282.1215515136719,288.48345947265625,292.6217346191406,295.4889831542969,296.8565673828125,289.3870849609375,282.5278625488281,18,1,17,17,9,2,5,0.13815392344305,-0.2940795132824754,0.1191406235470477,0.5017479608174746,-0.0579357326793268,0.0529495869814571,0.0811818542610331,243.0,1.0
2009,8.234539128461162,243,281.5684509277344,287.81561279296875,294.26513671875,294.8887023925781,294.4231262207031,295.7169494628906,278.303466796875,31,2,9,13,13,8,7,0.2586273751632677,0.1299133402469219,-0.1268641315478442,0.1032403044852853,0.2658090044071599,-0.2407260342679385,0.692288628935393,243.0,1.0
2010,-6.119652477181447,243,286.54327392578125,286.9844055175781,292.5173645019531,295.79913330078125,294.40838623046875,287.9363098144531,284.811279296875,15,3,13,38,23,6,3,0.1800398876462048,0.5544994383911093,0.4867866292684101,0.3312633247858251,0.3951228396458813,0.3515662816062359,-0.1679643505503352,243.0,1.0
2011,0.4756721388148719,243,280.6363525390625,287.5671081542969,292.8099060058594,297.23345947265625,296.93023681640625,291.7048034667969,283.7684631347656,29,0,9,15,17,3,3,-0.0199463613998272,0.1785710577452208,0.2751062354920073,0.1588825620122885,0.0333672916996522,-0.0538614826169875,0.154409416316651,243.0,1.0
2012,-11.679487023549868,243,283.7135009765625,287.89288330078125,294.1903381347656,298.1081848144531,296.71649169921875,292.8619079589844,280.1161193847656,33,6,17,15,22,4,2,0.4122735865626772,0.3648326516643036,0.2624403150217144,0.165260663312491,0.0130060911596124,-0.4096071062028716,0.3080065854687964,243.0,1.0
2013,3.61177153165373,243,273.9512634277344,290.00067138671875,293.7341003417969,295.88690185546875,298.3566589355469,294.8014221191406,280.9778747558594,32,12,6,17,9,9,3,0.164313169270993,-0.232498724277064,0.0366558783847646,0.0757093726934899,-0.1271978212792921,0.0085809277475185,-0.0489728610070406,243.0,1.0
2014,1.735506500845318,243,277.4762268066406,290.07818603515625,292.2494201660156,295.9139404296875,296.7187805175781,291.2310791015625,283.75274658203125,31,9,5,14,19,5,5,0.6511832974235244,0.0935405184165355,0.5778614411817737,-0.1371668872763054,0.360210877830491,0.1118018382728642,-0.1464398492724286,243.0,1.0
2015,4.438757691675853,243,284.6869812011719,291.01837158203125,296.6549072265625,298.1256408691406,296.37249755859375,292.0077209472656,284.6763610839844,48,0,7,10,13,5,3,-0.0622467722040639,-0.211122190472462,-0.3047550804952971,0.2463549826794077,0.067489569297897,0.0836212267940201,0.1485582034626928,243.0,1.0
2016,13.791525104145322,243,282.52203369140625,293.2513427734375,295.8518981933594,295.9548645019531,295.0024108886719,290.5872497558594,280.6576232910156,22,1,6,27,22,4,2,-0.0550442084720882,-0.0020136705548909,0.2921540876960133,0.3262322788133278,0.3443065131784878,0.1615591426207236,0.8003177144686858,243.0,1.0
2017,8.65015660836076,243,283.8756408691406,290.270751953125,294.2882385253906,299.0678405761719,297.2497863769531,292.2286376953125,283.63018798828125,44,2,7,12,10,6,4,0.2670343255049188,-0.103544777000569,-0.1320367079751183,-0.0494293595158586,-0.0676497858222292,0.0820272779400778,0.0515489207469417,243.0,1.0
