Year,Canola,region,average_max_temp_in_4,average_max_temp_in_5,average_max_temp_in_6,average_max_temp_in_7,average_max_temp_in_8,average_max_temp_in_9,average_max_temp_in_10,SPI_in_4,SPI_in_5,SPI_in_6,SPI_in_7,SPI_in_8,SPI_in_9,SPI_in_10,Region,Soil Zone
2020,3.695976570446142,1,281.5599670410156,291.0934143066406,298.6794738769531,300.1022644042969,301.3421936035156,294.6901550292969,281.4427185058594,0.1308447097972911,-0.2675361134734774,-0.1936901919482613,0.3076123267557422,-0.1392577817889014,0.0167237970206215,0.242758960649264,1,1
2021,-4.308820322252792,1,285.2989501953125,291.39825439453125,300.0769348144531,303.5818786621094,300.316162109375,297.7236633300781,288.5087890625,-0.1823976669950769,-0.1552613689552024,-0.2938397719044092,-0.1382599624649458,0.2208492058684347,-0.0735694031116969,-0.1138949185213612,1,1
2022,-1.4632378459405544,1,277.5573425292969,290.16925048828125,296.6334533691406,299.8694763183594,300.9869384765625,297.0741882324219,286.6797180175781,0.4825913448972269,0.3499973819265661,-0.2314388771747082,0.3102038116291727,0.1272216292851978,-0.2006892568844641,-0.0235235673284361,1,1
1990,-4.2502986060254635,2,285.0977478027344,290.5575866699219,296.97137451171875,299.47503662109375,300.81024169921875,296.7859191894531,286.06561279296875,-0.0127425637673561,0.0808125018861784,0.1856380840268285,0.2584589749685637,0.243501124080591,0.2008756887417594,-0.0416452265740457,2,1
1991,0.7637670325549664,2,287.6945495605469,292.0093994140625,296.86798095703125,297.8990783691406,300.0859069824219,292.69488525390625,282.5849914550781,0.3367457819595115,0.3393347674830188,0.2225528966422768,0.2827773313335117,0.2340147234851564,0.3819820431801919,0.2434572276874609,2,1
1992,7.936413812156037,2,283.70709228515625,293.8516845703125,295.56671142578125,294.6341247558594,297.3501892089844,292.5008850097656,285.62115478515625,0.1613428204749361,0.1880929085934385,-0.1702086877380665,0.4346467642969484,0.2646913313048048,0.1364758017472548,-0.0882463592062067,2,1
1993,6.267944367717391,2,284.8222351074219,292.7365417480469,293.3896484375,294.0435485839844,296.16534423828125,291.14111328125,284.897216796875,0.1113589789302668,-0.1309591888067053,0.0608978616248017,0.561722959173265,0.2499628620346799,0.2459507208787799,-0.0223538836206859,2,1
1994,-2.642360046966221,2,285.21881103515625,293.52655029296875,294.73504638671875,297.2647705078125,297.26177978515625,295.1100158691406,286.15118408203125,-0.0435098485039686,0.0846721073113375,0.4422331560576869,0.080632658058486,0.2901798159047772,0.0285178694825724,0.2703829291805287,2,1
1995,-6.094083320629192,2,281.3931579589844,290.129638671875,297.2695617675781,297.9784240722656,299.9554748535156,292.95587158203125,284.0918273925781,0.2609933527940147,0.3040165401237547,0.0435213235217904,0.4807550463413819,0.0380310723651863,-0.0799344056029512,0.3521475722792435,2,1
1996,-1.7872254532715175,2,278.9952087402344,288.220703125,296.6097717285156,296.72052001953125,300.9435119628906,292.06060791015625,284.1263122558594,0.5875348337684396,0.1191977130297992,0.1069060891209718,0.44545514759691,-0.0097636098496801,0.3079169909767373,0.1788143092284884,2,1
1997,-1.8219380261514857,2,280.81201171875,289.9678039550781,298.5023498535156,298.7484130859375,299.8671569824219,295.76727294921875,285.5704650878906,0.1998320925225937,0.0948810340998094,-0.3048670487848328,0.3734048129383779,0.1800983000774139,-0.0063747790810771,0.2780271496259602,2,1
1998,1.8019686469214982,2,287.6733703613281,292.5325927734375,292.35595703125,298.5289001464844,300.1497497558594,295.9651794433594,285.59722900390625,0.1335179501698593,0.1074638008914548,0.5415868179984553,0.0252093971752072,0.3461376715362056,-0.0595760512890421,0.1817594950162318,2,1
1999,-2.2155435389848677,2,284.43536376953125,290.0166015625,293.81097412109375,297.55706787109375,298.2144775390625,291.14654541015625,284.7659606933594,0.0207505408985653,0.572321667269226,0.1658807249370578,0.3082425376163014,0.3067466980863329,0.295012458269557,0.0232260798553197,2,1
2000,3.0255254161294047,2,283.8327331542969,291.5315246582031,292.8455810546875,298.4024353027344,297.9821472167969,291.82080078125,285.8931579589844,0.4327625209804878,0.2370203625102611,0.4203371400381425,0.3971223488070683,0.4425732033089514,0.195857366785921,0.3418344372398659,2,1
2001,-0.6754302851918936,2,285.04833984375,292.0142822265625,294.33599853515625,298.3950500488281,300.0362548828125,294.0076904296875,283.9657897949219,0.2292681885659383,0.1415977754937968,0.252801283902781,0.4740716686162026,-0.2151541857729285,-0.0215287726238887,0.0681309652106699,2,1
2002,-1.417312524362302,2,282.3032531738281,288.1340637207031,296.1314697265625,300.1594543457031,296.2200927734375,293.14031982421875,278.4991149902344,0.3747348052074001,0.046355278865121,0.0940220165072688,0.1294069523381194,0.5780929390182504,0.1510797141784634,0.3361704189865778,2,1
2003,-6.100613622512071,2,285.0457763671875,290.79473876953125,294.0649108886719,299.9303283691406,301.88787841796875,293.2416076660156,288.117919921875,0.334509905164464,0.2932198155561043,0.0746554207627345,-0.0459616020729741,-0.0703201405520646,0.2717219692430213,0.0606876645529295,2,1
2004,2.8746664203588033,2,285.6729736328125,287.4160461425781,291.9795227050781,297.1534729003906,294.1598205566406,293.91705322265625,284.5111389160156,0.1809996222673433,0.5401358952111814,-0.0386770682664149,0.2566123383398496,0.4627841882239468,0.0262486886564694,0.2710935607825465,2,1
2005,1.4074675905961804,2,287.1352844238281,288.9404602050781,294.8148193359375,298.9809265136719,297.56280517578125,294.3195495605469,285.18145751953125,-0.0119650884530164,0.2468723498085579,0.4841957278323814,0.2777996585153898,-0.0829304833029722,-0.1283726402999689,0.2295025251129895,2,1
2006,-3.400203560817637,2,288.9892883300781,291.4016418457031,296.3016357421875,301.8395080566406,300.2266540527344,292.9396057128906,281.4609680175781,0.3137293078151629,0.1272262217165788,0.1738026236926867,0.0003707023031006,-0.1737105637113025,0.1436757797667332,0.116105394339807,2,1
2007,-1.8492935712108007,2,285.06549072265625,292.2662048339844,296.4087829589844,302.01397705078125,298.7033386230469,294.87371826171875,286.2737731933594,-0.0283855676738351,0.4385264396445893,0.289507108389821,-0.1764595823470131,0.3505689957463188,0.2311860912485713,0.0933312529089115,2,1
2008,0.7601975594166746,2,285.61016845703125,290.8824768066406,294.01959228515625,299.5233154296875,299.9239501953125,292.4166564941406,285.11895751953125,-0.0096717922654007,-0.0485419067802237,0.1232539726488952,0.1877552530834811,0.0703396708805025,0.2892315470538224,0.1502904199767784,2,1
2009,9.126755601212722,2,282.70269775390625,290.0907287597656,295.6975402832031,296.834716796875,297.84906005859375,298.9085388183594,280.62005615234375,0.227352492144738,-0.0488744978870727,-0.1002703336951598,0.2860520037428444,0.2203616807759132,-0.2089067468662128,0.7245620460329552,2,1
2010,2.1532955375555183,2,287.82415771484375,289.7421569824219,294.08685302734375,299.2056579589844,298.8236999511719,290.3450622558594,287.26019287109375,0.3464454240297863,0.5094968129805318,0.0517668850684045,0.1481813824542531,0.4724643415355793,0.523258935524048,-0.1098381536257379,2,1
2011,-2.061583385081054,2,279.9830017089844,287.2235107421875,294.5286560058594,299.2528381347656,300.08892822265625,295.3165588378906,287.3931579589844,0.3626407855929522,0.3862180403928774,0.2489231150702856,0.0535684968319919,0.0110943057610037,-0.2106875426604604,0.0772334580433539,2,1
2012,-0.51788116669697,2,285.91748046875,290.0735168457031,296.5771179199219,301.42645263671875,300.51373291015625,296.7767028808594,282.7289123535156,0.4153106291421412,0.2529325596641289,0.0272129540340604,0.1760674595492879,0.1409394114032697,-0.2795401745600332,0.4428221464271543,2,1
2013,3.382433746657753,2,275.3970642089844,290.3208923339844,294.72979736328125,297.4129943847656,298.4497375488281,295.2565002441406,282.6629943847656,0.1928632786366718,-0.0138337951822715,0.3210161673764489,0.3629770153256486,0.2789633519480227,0.3046251962786492,0.1636476434716084,2,1
2014,-1.8268152292428539,2,281.30120849609375,290.6258850097656,294.2912902832031,297.6087951660156,298.3832702636719,292.77728271484375,286.39666748046875,0.4996524119127672,0.1698528288486885,0.41118506213901,-0.251673527206728,0.4424027181037894,0.152802828856928,-0.2309575949863826,2,1
2015,-1.8874830641228257,2,285.9344482421875,290.70587158203125,297.4808044433594,299.6028747558594,299.72650146484375,295.5322265625,286.9822692871094,-0.0524279270751946,0.0358165728061314,-0.0083140073428477,0.5369080205859149,-0.1080121175434967,0.1125960539270693,0.256293678063361,2,1
2016,-1.1595697579821405,2,284.9338073730469,293.6199951171875,297.5616455078125,298.0601806640625,299.5768127441406,293.2313232421875,284.9162902832031,0.1130057635633297,-0.0396601839511452,0.1700683331496977,0.5471866305560539,0.3904927802648775,0.4512955861865508,0.5123518391347275,2,1
2017,0.7445020269312579,2,284.73126220703125,292.02032470703125,296.1463928222656,302.185791015625,299.11785888671875,293.7977294921875,285.84844970703125,0.1325017160954366,-0.2345592575488345,-0.1105671877605434,0.073247639062587,-0.0830405299256362,0.2886681254272172,-0.00175882573306,2,1
2018,-0.1305358612127634,2,280.39190673828125,296.1689147949219,297.7159118652344,299.402099609375,301.9239501953125,290.41143798828125,281.904296875,-0.2241019137102401,-0.2807312210986385,0.3576450456196255,0.1412597533246234,-0.2056469562314706,0.5771311461582082,0.2359916434966776,2,1
2019,-0.47699260833611845,2,285.3627014160156,291.141845703125,297.30657958984375,300.2259216308594,298.5153503417969,291.85205078125,280.7123107910156,0.2411276225864496,-0.3461960229900001,0.1578413719146584,0.0336493523953989,0.4229492944961905,0.9595546208744096,0.4215931617716519,2,1
2020,5.435131785561154,2,282.1337585449219,291.2585754394531,298.7881164550781,299.9863586425781,301.82354736328125,294.9344787597656,281.5346984863281,0.0996888152468735,-0.2280012590732212,-0.1021954184890108,0.3225991284705601,-0.1764154651229351,0.0293901681130324,0.2812987270094324,2,1
2021,-6.497039557966772,2,285.2823791503906,291.4568786621094,300.12872314453125,303.735107421875,300.5151062011719,297.9504699707031,288.5508117675781,-0.0874804918167457,-0.0865575974887873,-0.2461968985676965,-0.1132300055584163,0.190273901365605,-0.0847045282599362,0.0435749752324841,2,1
2022,1.1321336416458223,2,277.58184814453125,290.2821044921875,296.6646423339844,299.9642639160156,301.2425231933594,297.51263427734375,286.7821044921875,0.4670068858253123,0.3535197535374515,-0.2169141507174532,0.3569292277213741,0.0913162925049491,-0.2171310750514911,-0.0057756902195042,2,1
1990,-4.254749135620116,3,284.9343566894531,290.40234375,296.6128845214844,299.00762939453125,300.5217590332031,296.6781005859375,285.86065673828125,-0.0202736797475221,0.1443756615902928,0.2430728216289223,0.2953369960865163,0.1790472816736519,0.1901575942246571,-0.0562968344733813,3,2
1991,0.6560424368068034,3,287.4629211425781,291.8049011230469,296.6007080078125,297.9502868652344,299.90106201171875,292.49005126953125,282.38079833984375,0.3699123969616041,0.380522844370827,0.2634090455170464,0.2610266502256028,0.2664315400449366,0.3939293771772761,0.2456036343520569,3,2
1992,6.309972039060074,3,284.05908203125,293.7441711425781,295.4503479003906,294.38311767578125,297.11480712890625,292.2160949707031,285.2174072265625,0.1627540568981688,0.1528703612003175,-0.172142501646919,0.4515862631270975,0.2582292227245091,0.14136895376295,-0.0504043580834551,3,2
1993,7.807775448547588,3,284.8539123535156,292.4951477050781,293.1592712402344,293.9437255859375,295.81243896484375,290.82916259765625,284.5813903808594,0.1866468398970308,-0.1654161962432754,0.1011107868142786,0.51094667214986,0.2685206048170309,0.2766468072663277,0.0035443747381841,3,2
1994,-1.5521746757661,3,285.1679992675781,293.1959228515625,294.4759521484375,297.19915771484375,297.14105224609375,295.35736083984375,286.0919494628906,-0.0171244305430799,0.0782566227287314,0.459826289586446,0.0960392281025522,0.2901623705541666,0.0057715218282571,0.2392624173188249,3,2
1995,-2.96898677025343,3,281.4668884277344,289.9360656738281,297.03558349609375,297.7901611328125,299.63140869140625,292.90777587890625,283.9803771972656,0.282955541458457,0.272886922570123,0.0439292423018577,0.4893220743272998,0.0403481677312791,-0.0550985460164424,0.3855043521896457,3,2
1996,2.4573391650855854,3,279.09588623046875,288.00958251953125,296.5335388183594,296.72039794921875,300.9635314941406,291.5243835449219,283.799560546875,0.5851473352470388,0.1993841131663861,0.2005771581872361,0.4050165380593384,-0.0286142713023117,0.3502548358249333,0.1832994412807286,3,2
1997,-4.973084664031333,3,281.1459655761719,289.95452880859375,298.4491271972656,298.5956726074219,299.7240295410156,295.6993713378906,285.3918151855469,0.2235708064665004,0.0840613480048548,-0.314093922667312,0.3785789960106826,0.1967920323182771,0.0100007778960323,0.2451225989814857,3,2
1998,-1.060638455259273,3,287.5152587890625,292.41424560546875,292.1666259765625,298.42047119140625,300.21405029296875,296.1302490234375,285.4417724609375,0.1102238523519394,0.1167170282929287,0.5558909395771651,0.0033310166305639,0.3312631056401298,-0.0435927949187467,0.2072178120323071,3,2
1999,-1.3050542166608636,3,284.3365783691406,289.8125305175781,293.45068359375,297.14544677734375,298.2039794921875,290.97412109375,284.5884094238281,0.0604592276125927,0.5533255145375168,0.1540546056729495,0.3364011804068433,0.3601921221843715,0.302380544844709,0.0191049972137217,3,2
2000,-0.10633194823610381,3,283.91827392578125,291.3482360839844,292.6478271484375,298.249755859375,297.7723083496094,291.5777282714844,285.7425537109375,0.4106247299454436,0.2290460876350755,0.4130857928262445,0.4840889557308067,0.4657602629432836,0.200593402001718,0.3015265874280429,3,2
2001,-0.6649830159574464,3,284.8307800292969,291.926025390625,294.06793212890625,298.1310729980469,300.0843505859375,294.0579833984375,283.9162902832031,0.2314451212699758,0.134858783022475,0.2106974087630446,0.4948378918448161,-0.2370983094326887,-0.0214407510711457,0.086805700801302,3,2
2002,-2.5801404740996468,3,281.97540283203125,288.09539794921875,295.8294372558594,299.83856201171875,295.6195983886719,292.72454833984375,278.2455139160156,0.383548624249611,0.1173699112023354,0.203630782805474,0.1901868480506966,0.6442696217409666,0.2281379381153379,0.3674265886240009,3,2
2003,-8.952159902415493,3,284.8573303222656,290.5097351074219,293.80413818359375,300.0419006347656,301.74139404296875,292.8946838378906,288.07879638671875,0.3679502797872891,0.3490275597465533,0.0238804008410197,-0.0681220157377016,-0.0434407614014843,0.2770870263531531,0.0428210623258792,3,2
2004,4.81895869909501,3,285.4945983886719,287.2544860839844,291.6907653808594,296.9444580078125,293.92218017578125,293.7085876464844,284.05438232421875,0.1122803944559851,0.5436346077877998,-0.003913173619097,0.3154603208852573,0.4520269330997699,0.0722033631391696,0.2109331636047125,3,2
2005,2.8320803927692353,3,286.9848327636719,288.7516174316406,294.5749206542969,298.8421630859375,297.4004821777344,294.0115966796875,285.1352844238281,-0.0058912438422109,0.3414956422911646,0.4831731354043468,0.261615252398694,0.007747156565063,-0.0028082399825291,0.2348386948561894,3,2
2006,-4.210680732287219,3,288.8045349121094,291.2507629394531,295.8464660644531,301.4090881347656,300.16510009765625,292.9333190917969,281.06512451171875,0.3034052535029649,0.1447908729548511,0.1400501172404286,-0.0219726310131911,-0.2147706713032159,0.1822822928874654,0.0907774246177294,3,2
2007,-1.3103038275173233,3,284.96783447265625,292.15960693359375,296.0505065917969,302.0994873046875,298.4197082519531,294.1933288574219,285.8705749511719,-0.0089795902933008,0.468232986379838,0.2466139388397476,-0.1829010773138765,0.3524864187332579,0.2126155093878869,0.0694029380764423,3,2
2008,-0.16678889292107257,3,285.2320861816406,290.61932373046875,293.6586608886719,299.2628173828125,299.78790283203125,292.01025390625,284.8330078125,0.0585971998223405,-0.0341357062696486,0.1287433981901651,0.2861244479027025,0.0800775776759925,0.2643636221412133,0.0638878551351814,3,2
2009,2.9181055621487246,3,282.9261169433594,290.0262145996094,295.5933837890625,296.73797607421875,297.4416198730469,298.7966003417969,280.3580017089844,0.1602032115843107,-0.0550126759351693,-0.1383150980876658,0.3009379279242072,0.2390264106052446,-0.1896532036646645,0.7142958343590148,3,2
2010,3.3477407701780173,3,287.62664794921875,289.2789001464844,293.9936218261719,299.0369873046875,298.3190002441406,290.16473388671875,287.15032958984375,0.3999561094391503,0.5346525942479421,0.0065995276139147,0.1521736384123307,0.5377962721291728,0.5793648355868984,-0.0893221713906259,3,2
2011,-6.479485991966339,3,279.9142761230469,287.0321044921875,294.1960144042969,299.09661865234375,299.904296875,295.20257568359375,287.0645446777344,0.3763183141986486,0.4648845251958378,0.2150258226051359,0.064167569284965,0.0406731047843857,-0.1557750907525113,0.1031878540988933,3,2
2012,-2.26357472428435,3,285.71612548828125,289.7380065917969,296.3169250488281,301.3525390625,300.59735107421875,296.7444763183594,282.36029052734375,0.3764912167072711,0.2640378177716011,-0.0240310337956342,0.2273463231618168,0.0345028682469723,-0.2961622917659108,0.4359225151795095,3,2
2013,6.99309249218101,3,275.2155456542969,290.3432922363281,294.5967102050781,297.3817443847656,298.4562683105469,295.1602478027344,282.54742431640625,0.1989134884675325,-0.0670179214311942,0.2274882039153759,0.3589387841722175,0.3059108003351423,0.3098776114771985,0.1567020973822993,3,2
2014,7.335124033296047,3,281.4747314453125,290.6490173339844,294.3195495605469,297.7425842285156,298.4479064941406,292.8396911621094,286.3096008300781,0.5044663824648368,0.0887485742367545,0.3825490328315975,-0.2700671046823857,0.4274216130534187,0.1536337518268442,-0.2435058477134469,3,2
2015,0.9802936042374313,3,286.00189208984375,290.6676330566406,297.46246337890625,299.6714782714844,299.6054382324219,294.98974609375,286.9166259765625,0.010308831060159,-0.0015603971379184,-0.0065053974378307,0.4991987559050129,-0.1070374960549817,0.1276291068133045,0.2182316478035363,3,2
2016,6.228601205005173,3,285.1856994628906,293.6517333984375,297.4384765625,297.83648681640625,299.2065734863281,293.0445251464844,284.601318359375,0.0984684504807877,-0.0088207146189736,0.1967402092487965,0.5537789068673428,0.3756174313859947,0.4123397545788091,0.5183889340609683,3,2
2017,0.40704118286610225,3,284.7976989746094,292.0361633300781,296.00531005859375,302.0627136230469,298.8267517089844,293.5877990722656,285.757568359375,0.1659151273913131,-0.1945489281569531,-0.1210997011187732,-0.0133224417711273,-0.0702777595481629,0.2599042424921423,0.0229242520358416,3,2
2018,-0.668530942933117,3,280.13726806640625,296.16510009765625,297.27862548828125,299.3542175292969,301.7939147949219,290.1825866699219,281.656005859375,-0.1563091681326773,-0.2438469736117878,0.2848755971398498,0.0809177540526906,-0.1708479092119643,0.576119326890331,0.1732933169480436,3,2
2019,-1.3509650389059829,3,285.3223876953125,291.0979309082031,297.2854309082031,299.9476318359375,298.1235656738281,291.5993347167969,280.5232849121094,0.2205319452665687,-0.3303023523158626,0.1445854068225817,0.0999171058900932,0.3932683657449002,0.9597896802966032,0.4221947877669371,3,2
2020,-1.1902611050525067,3,282.3424377441406,291.2743225097656,298.4635925292969,299.56268310546875,301.4658508300781,294.5440979003906,281.2803955078125,0.0426683931006479,-0.1120325399872051,-0.0332884544607462,0.3808413152473855,-0.1784020657328152,-0.046814371757292,0.2269811386034001,3,2
2021,-10.890048365796012,3,284.8568420410156,291.1071472167969,299.5570983886719,303.1932678222656,299.9734191894531,297.73162841796875,288.29705810546875,-0.0560091932901687,-0.0124532020971272,-0.2129667929445976,-0.0458019362616508,0.1363415040957939,-0.2036611979620083,0.0651296824816127,3,2
2022,3.856775841490524,3,277.2795104980469,290.2330627441406,296.3647766113281,299.51385498046875,300.88531494140625,297.2101135253906,286.4335632324219,0.450333401561688,0.2814979551867623,-0.1843215024094582,0.4036523357105314,0.0686714383702473,-0.2486666333826508,-0.0427086741000973,3,2
